frame,t_s,t_b_s,a_p1_ok,a_p1_x_px,a_p1_y_px,a_p1_x_mm,a_p1_y_mm,a_p1_area,a_p2_ok,a_p2_x_px,a_p2_y_px,a_p2_x_mm,a_p2_y_mm,a_p2_area,b_p1_ok,b_p1_h_px,b_p1_z_px,b_p1_h_mm,b_p1_z_mm,b_p1_area,b_p2_ok,b_p2_h_px,b_p2_z_px,b_p2_h_mm,b_p2_z_mm,b_p2_area
220,2.433716,2.433716,1,513.374939,258.194427,55.372124,27.848597,136,1,828.355896,498.785034,89.345657,53.798466,91,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
222,2.467041,2.467041,1,534.704590,241.039993,57.672714,25.998339,126,1,831.097656,496.595184,89.641380,53.562271,100,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
228,2.500366,2.500366,1,556.826965,224.989777,60.058811,24.267178,137,1,831.326538,495.816498,89.666069,53.478283,97,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
229,2.533691,2.533691,1,579.812134,210.054977,62.537971,22.656324,138,1,832.114014,495.930481,89.751007,53.490578,95,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
233,2.567017,2.567017,1,605.249878,196.345764,65.281662,21.177662,131,1,831.145264,496.146637,89.646515,53.513893,101,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
235,2.600403,2.600403,1,631.065918,183.950531,68.066154,19.840725,129,1,830.523315,493.176086,89.579430,53.193493,107,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
238,2.633728,2.633728,1,658.542419,174.594330,71.029739,18.831573,135,1,828.566589,493.584839,89.368385,53.237576,106,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
242,2.667053,2.667053,1,687.873962,165.925507,74.193413,17.896564,128,1,824.467896,493.078522,88.926300,53.182968,115,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
244,2.700378,2.700378,1,717.945801,159.809402,77.436935,17.236885,145,1,824.228882,492.598206,88.900520,53.131165,110,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
247,2.733704,2.733704,1,748.993408,156.883804,80.785698,16.921333,143,1,826.422302,493.903351,89.137100,53.271935,103,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
249,2.767090,2.767090,1,781.102661,156.787735,84.248970,16.910971,143,1,826.214355,494.440063,89.114677,53.329823,106,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
254,2.800415,2.800415,1,812.719543,158.293686,87.659134,17.073402,146,1,827.135437,492.953156,89.214020,53.169445,114,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
256,2.833740,2.833740,1,845.539429,163.295547,91.199059,17.612898,155,1,829.338135,494.987335,89.451599,53.388851,103,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
260,2.867065,2.867065,1,878.873657,172.162445,94.794456,18.569273,148,1,830.867371,496.139832,89.616539,53.513157,104,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
262,2.900452,2.900452,1,911.879700,183.290787,98.354454,19.769564,150,1,831.149048,493.646393,89.646919,53.244217,107,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
265,2.933777,2.933777,1,943.916321,197.365555,101.809898,21.287657,147,1,830.360168,492.718018,89.561836,53.144085,88,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
267,2.967102,2.967102,1,975.015137,214.900146,105.164177,23.178919,138,1,830.426819,494.239471,89.569031,53.308186,76,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
271,3.000427,3.000427,1,1005.557922,235.629639,108.458496,25.414782,144,1,834.231995,494.745026,89.979454,53.362717,89,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
274,3.033752,3.033752,1,1032.931763,259.061401,111.411011,27.942110,146,1,836.920227,491.807434,90.269402,53.045868,94,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
278,3.067139,3.067139,1,1057.330322,284.641083,114.042610,30.701111,149,1,839.524536,490.118134,90.550301,52.863663,84,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
280,3.100464,3.100464,1,1079.524170,313.971497,116.436424,33.864658,147,1,842.012268,489.249756,90.818619,52.770000,95,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
283,3.133789,3.133789,1,1099.457886,346.210449,118.586449,37.341923,141,1,846.753479,490.046967,91.330009,52.855988,93,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
287,3.167114,3.167114,1,1114.817505,380.256805,120.243134,41.014130,147,1,849.893127,489.341064,91.668648,52.779846,86,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
289,3.200439,3.200439,1,1127.752075,414.717010,121.638237,44.730972,134,1,849.157043,489.043945,91.589249,52.747803,98,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
292,3.233826,3.233826,1,1136.479370,451.048584,122.579552,48.649658,135,1,848.785156,487.817200,91.549133,52.615486,88,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
